invoice_id,invoice_number,vendor_id,gl_transaction_id,invoice_date,amount
INV-5470,R-4006,VEN-1313,GL-5470,2024-06-28,6664.13
INV-5471,B-4003,VEN-1135,GL-5471,2024-06-28,2239.17
INV-5472,A-4009,VEN-1753,GL-5472,2024-06-28,793.28
INV-5473,INV-4009,VEN-1803,GL-5473,2024-06-28,2523.13
INV-5474,INV-4003,VEN-2233,GL-5474,2024-06-28,2989.3
INV-5475,A-4003,VEN-1153,GL-5475,2024-06-28,5007.08
INV-5476,INV-4009,VEN-2143,GL-5476,2024-06-28,4868.63
INV-5477,A-4003,VEN-1353,GL-5477,2024-06-28,3776.46
INV-5478,B-4006,VEN-1906,GL-5478,2024-06-28,5710.43
INV-5479,A-4012,VEN-1350,GL-5479,2024-06-29,3716.75
INV-5480,INV-4015,VEN-1818,GL-5480,2024-07-01,1502.97
INV-5481,R-4003,VEN-2149,GL-5481,2024-07-01,5307.73
INV-5482,N-4009,VEN-1246,GL-5482,2024-07-01,2967.49
INV-5483,A-4009,VEN-1807,GL-5483,2024-07-01,2847.43
INV-5484,A-4012,VEN-1707,GL-5484,2024-07-01,5645.53
INV-5485,R-4009,VEN-2059,GL-5485,2024-07-01,2986.88
INV-5486,R-4003,VEN-1681,GL-5486,2024-07-01,3033.46
INV-5487,INV-4006,VEN-1763,GL-5487,2024-07-01,3542.57
INV-5488,R-4015,VEN-1925,GL-5488,2024-07-01,3341.07
INV-5489,R-4012,VEN-1025,GL-5489,2024-07-01,6937.77
INV-5490,N-4009,VEN-1627,GL-5490,2024-07-01,2992.05
INV-5491,N-4009,VEN-1590,GL-5491,2024-07-01,3278.22
INV-5492,N-4003,VEN-1888,GL-5492,2024-07-01,2302.73
INV-5493,A-4009,VEN-2226,GL-5493,2024-07-01,2315.84
INV-5494,A-4006,VEN-1376,GL-5494,2024-07-01,3918.38
INV-5495,INV-4006,VEN-2140,GL-5495,2024-07-01,6762.94
INV-5496,R-4006,VEN-1478,GL-5496,2024-07-01,7975.04
INV-5497,R-4015,VEN-1484,GL-5497,2024-07-02,5182.98
INV-5498,A-4006,VEN-2215,GL-5498,2024-07-02,1205.09
INV-5499,R-4006,VEN-1454,GL-5499,2024-07-02,1872.08
INV-5500,B-4003,VEN-1004,GL-5500,2024-07-02,4207.72
INV-5501,B-4006,VEN-1102,GL-5501,2024-07-02,612.2
INV-5502,A-4006,VEN-1073,GL-5502,2024-07-02,5096.95
INV-5503,R-4009,VEN-1969,GL-5503,2024-07-02,2300.0
INV-5504,INV-4015,VEN-1497,GL-5504,2024-07-02,8148.0
INV-5505,B-4012,VEN-1117,GL-5505,2024-07-02,212.05
INV-5506,INV-4006,VEN-1672,GL-5506,2024-07-02,2592.48
INV-5507,B-4006,VEN-1767,GL-5507,2024-07-02,1453.17
INV-5508,INV-4012,VEN-2147,GL-5508,2024-07-02,5768.01
INV-5509,INV-4009,VEN-1924,GL-5509,2024-07-02,3893.92
INV-5510,B-4006,VEN-1622,GL-5510,2024-07-02,4595.37
INV-5511,B-4012,VEN-2139,GL-5511,2024-07-02,6286.86
INV-5512,INV-4003,VEN-1111,GL-5512,2024-07-03,2725.17
INV-5513,B-4006,VEN-1127,GL-5513,2024-07-03,2055.31
INV-5514,R-4012,VEN-1066,GL-5514,2024-07-03,10774.85
INV-5515,B-4006,VEN-1004,GL-5515,2024-07-03,2185.99
INV-5516,INV-4006,VEN-1106,GL-5516,2024-07-03,1124.76
INV-5517,R-4006,VEN-1368,GL-5517,2024-07-03,6394.27
INV-5518,B-4006,VEN-1453,GL-5518,2024-07-03,7491.73
INV-5519,A-4009,VEN-1032,GL-5519,2024-07-03,1351.42
INV-5520,B-4012,VEN-2075,GL-5520,2024-07-03,1325.8
INV-5521,A-4006,VEN-1951,GL-5521,2024-07-03,1883.22
INV-5522,R-4006,VEN-1581,GL-5522,2024-07-03,7466.43
INV-5523,A-4006,VEN-2236,GL-5523,2024-07-03,2420.43
INV-5524,INV-4009,VEN-1739,GL-5524,2024-07-03,337.09
INV-5525,A-4015,VEN-2101,GL-5525,2024-07-03,468.51
INV-5526,B-4009,VEN-1513,GL-5526,2024-07-03,328.32
INV-5527,R-4009,VEN-1034,GL-5527,2024-07-03,3028.96
INV-5528,INV-4012,VEN-1637,GL-5528,2024-07-03,4891.01
INV-5529,N-4009,VEN-1397,GL-5529,2024-07-03,7902.61
INV-5530,INV-4006,VEN-1740,GL-5530,2024-07-03,11385.88
INV-5531,A-4003,VEN-1901,GL-5531,2024-07-03,3962.95
INV-5532,INV-4009,VEN-1406,GL-5532,2024-07-03,3424.53
INV-5533,INV-4009,VEN-1704,GL-5533,2024-07-03,344.64
INV-5534,INV-4006,VEN-1558,GL-5534,2024-07-03,539.98
INV-5535,INV-4012,VEN-1989,GL-5535,2024-07-03,2763.28
INV-5536,A-4003,VEN-1134,GL-5536,2024-07-03,3688.73
INV-5537,A-4012,VEN-1605,GL-5537,2024-07-03,3089.67
INV-5538,B-4006,VEN-2137,GL-5538,2024-07-04,1063.98
INV-5539,A-4006,VEN-1097,GL-5539,2024-07-04,7706.58
INV-5540,R-4009,VEN-1167,GL-5540,2024-07-04,1275.84
INV-5541,B-4009,VEN-1161,GL-5541,2024-07-04,1058.68
INV-5542,R-4003,VEN-1973,GL-5542,2024-07-04,7091.48
INV-5543,N-4003,VEN-1321,GL-5543,2024-07-04,8911.07
INV-5544,A-4006,VEN-1193,GL-5544,2024-07-04,11162.04
INV-5545,A-4009,VEN-1889,GL-5545,2024-07-04,3373.75
INV-5546,B-4006,VEN-1995,GL-5546,2024-07-04,4331.75
INV-5547,R-4009,VEN-1283,GL-5547,2024-07-04,4484.93
INV-5548,A-4006,VEN-2027,GL-5548,2024-07-04,3561.71
INV-5549,B-4009,VEN-1895,GL-5549,2024-07-04,178.59
INV-5550,B-4018,VEN-2089,GL-5550,2024-07-04,3308.78
INV-5551,B-4015,VEN-1913,GL-5551,2024-07-04,911.78
INV-5552,R-4009,VEN-1160,GL-5552,2024-07-04,793.56
INV-5553,B-4009,VEN-2190,GL-5553,2024-07-04,4357.78
INV-5554,R-4009,VEN-1454,GL-5554,2024-07-04,2145.37
INV-5555,B-4015,VEN-1051,GL-5555,2024-07-04,821.71
INV-5556,N-4009,VEN-1717,GL-5556,2024-07-04,9685.27
INV-5557,INV-4012,VEN-1981,GL-5557,2024-07-04,9821.01
INV-5558,N-4060,VEN-1939,GL-5558,2024-07-05,2466.34
INV-5559,N-4063,VEN-1939,GL-5559,2024-07-05,3118.48
INV-5560,B-4021,VEN-1433,GL-5560,2024-07-05,6877.97
INV-5561,A-4012,VEN-1615,GL-5561,2024-07-05,2409.77
INV-5562,R-4009,VEN-1593,GL-5562,2024-07-05,1064.61
INV-5563,B-4006,VEN-1725,GL-5563,2024-07-05,1551.89
INV-5564,A-4006,VEN-1934,GL-5564,2024-07-05,2111.64
INV-5565,N-4009,VEN-1765,GL-5565,2024-07-05,3345.18
INV-5566,INV-4003,VEN-2146,GL-5566,2024-07-05,317.26
INV-5567,N-4012,VEN-1173,GL-5567,2024-07-05,880.89
INV-5568,N-4012,VEN-1764,GL-5568,2024-07-05,3097.21
INV-5569,INV-4006,VEN-1965,GL-5569,2024-07-05,8641.32
INV-5570,B-4015,VEN-1837,GL-5570,2024-07-05,374.98
INV-5571,N-4012,VEN-1492,GL-5571,2024-07-05,3480.76
INV-5572,B-4009,VEN-1472,GL-5572,2024-07-05,3363.8
INV-5573,B-4006,VEN-1328,GL-5573,2024-07-05,2724.85
INV-5574,A-4273,VEN-1812,GL-5574,2024-07-05,646.9
INV-5575,N-4009,VEN-2031,GL-5575,2024-07-05,1863.68
INV-5576,N-4009,VEN-1525,GL-5576,2024-07-05,3301.96
INV-5577,INV-4018,VEN-1149,GL-5577,2024-07-05,3146.93
INV-5578,R-4009,VEN-1919,GL-5578,2024-07-05,2467.85
INV-5579,N-4009,VEN-2104,GL-5579,2024-07-05,6310.09
INV-5580,B-4012,VEN-2065,GL-5580,2024-07-07,1267.95
INV-5581,INV-4033,VEN-1756,GL-5581,2024-07-08,14191.7
INV-5582,N-4012,VEN-1155,GL-5582,2024-07-08,1664.88
INV-5583,B-4006,VEN-1694,GL-5583,2024-07-08,3949.61
INV-5584,N-4009,VEN-1440,GL-5584,2024-07-08,3132.08
INV-5585,INV-4006,VEN-2046,GL-5585,2024-07-08,3488.95
INV-5586,B-4009,VEN-1587,GL-5586,2024-07-08,2699.34
INV-5587,INV-4009,VEN-1858,GL-5587,2024-07-08,3284.11
INV-5588,N-4006,VEN-1384,GL-5588,2024-07-08,7257.7
INV-5589,INV-4009,VEN-1335,GL-5589,2024-07-08,4727.67
INV-5590,B-4006,VEN-2225,GL-5590,2024-07-08,1046.39
INV-5591,A-4012,VEN-2092,GL-5591,2024-07-08,2185.2
INV-5592,A-4015,VEN-1707,GL-5592,2024-07-08,4652.97
INV-5593,A-4009,VEN-1165,GL-5593,2024-07-08,9805.15
INV-5594,N-4066,VEN-1939,GL-5594,2024-07-09,2528.94
INV-5595,R-4015,VEN-1695,GL-5595,2024-07-09,2185.02
INV-5596,B-4009,VEN-1871,GL-5596,2024-07-09,3722.25
INV-5597,A-4009,VEN-1647,GL-5597,2024-07-09,3272.63
INV-5598,R-4009,VEN-1682,GL-5598,2024-07-09,1217.91
INV-5599,R-4009,VEN-1635,GL-5599,2024-07-09,4848.02
INV-5600,A-4003,VEN-1038,GL-5600,2024-07-09,2578.06
INV-5601,A-4006,VEN-1600,GL-5601,2024-07-09,1790.15
INV-5602,N-4009,VEN-1216,GL-5602,2024-07-09,4226.58
INV-5603,A-4012,VEN-1970,GL-5603,2024-07-09,1482.96
INV-5604,A-4006,VEN-1248,GL-5604,2024-07-09,2059.09
INV-5605,R-4006,VEN-1842,GL-5605,2024-07-09,976.57
INV-5606,A-4006,VEN-1912,GL-5606,2024-07-09,11242.44
INV-5607,A-4006,VEN-1954,GL-5607,2024-07-09,1432.16
INV-5608,INV-4012,VEN-2220,GL-5608,2024-07-09,5735.29
INV-5609,N-4015,VEN-1757,GL-5609,2024-07-09,3075.59
INV-5610,INV-4009,VEN-1375,GL-5610,2024-07-09,5127.19
INV-5611,N-4003,VEN-1574,GL-5611,2024-07-09,935.02
INV-5612,INV-4006,VEN-1597,GL-5612,2024-07-09,2470.85
INV-5613,A-4009,VEN-1176,GL-5613,2024-07-09,641.55
INV-5614,A-4006,VEN-2218,GL-5614,2024-07-09,1206.48
INV-5615,R-4006,VEN-1292,GL-5615,2024-07-09,1400.88
INV-5616,B-4009,VEN-2235,GL-5616,2024-07-09,2782.59
INV-5617,N-4012,VEN-1010,GL-5617,2024-07-09,1362.99
INV-5618,INV-4012,VEN-2129,GL-5618,2024-07-10,2935.49
INV-5619,N-4006,VEN-1170,GL-5619,2024-07-10,5520.77
INV-5620,N-4006,VEN-1428,GL-5620,2024-07-10,6939.59
INV-5621,A-4003,VEN-1278,GL-5621,2024-07-10,2056.41
INV-5622,INV-4006,VEN-1583,GL-5622,2024-07-10,4295.24
INV-5623,B-4006,VEN-2035,GL-5623,2024-07-10,340.86
INV-5624,INV-4009,VEN-1597,GL-5624,2024-07-10,3196.53
INV-5625,INV-4006,VEN-1370,GL-5625,2024-07-10,3655.79
INV-5626,N-4009,VEN-2160,GL-5626,2024-07-10,5812.38
INV-5627,B-4012,VEN-1279,GL-5627,2024-07-10,3237.68
INV-5628,N-4012,VEN-2104,GL-5628,2024-07-10,2229.92
INV-5629,A-4006,VEN-1902,GL-5629,2024-07-10,4639.62
INV-5630,B-4003,VEN-1444,GL-5630,2024-07-10,592.87
INV-5631,B-4003,VEN-1041,GL-5631,2024-07-10,4987.58
INV-5632,INV-4009,VEN-2240,GL-5632,2024-07-10,8835.64
INV-5633,INV-4006,VEN-1312,GL-5633,2024-07-10,2895.11
INV-5634,INV-4009,VEN-1219,GL-5634,2024-07-10,2704.91
INV-5635,N-4003,VEN-1505,GL-5635,2024-07-10,11516.81
INV-5636,A-4009,VEN-1496,GL-5636,2024-07-10,984.25
INV-5637,B-4006,VEN-1881,GL-5637,2024-07-10,576.86
INV-5638,R-4009,VEN-1829,GL-5638,2024-07-10,1793.71
INV-5639,B-4015,VEN-2075,GL-5639,2024-07-10,726.56
INV-5640,R-4012,VEN-1160,GL-5640,2024-07-10,5195.12
INV-5641,INV-4030,VEN-1124,GL-5641,2024-07-11,4174.86
INV-5642,B-4006,VEN-1028,GL-5642,2024-07-11,4411.33
INV-5643,INV-4006,VEN-1784,GL-5643,2024-07-11,2474.24
INV-5644,A-4012,VEN-2083,GL-5644,2024-07-11,3740.06
INV-5645,R-4009,VEN-1520,GL-5645,2024-07-11,4983.04
INV-5646,R-4009,VEN-1478,GL-5646,2024-07-11,7191.8
INV-5647,INV-4003,VEN-1599,GL-5647,2024-07-11,3325.89
INV-5648,N-4006,VEN-1580,GL-5648,2024-07-11,627.86
INV-5649,INV-4006,VEN-1263,GL-5649,2024-07-11,1191.52
INV-5650,B-4009,VEN-1564,GL-5650,2024-07-11,2464.46
INV-5651,INV-4006,VEN-1873,GL-5651,2024-07-11,2839.86
INV-5652,B-4015,VEN-2016,GL-5652,2024-07-11,534.07
INV-5653,A-4009,VEN-1030,GL-5653,2024-07-11,1956.62
INV-5654,A-4006,VEN-1923,GL-5654,2024-07-11,350.62
INV-5655,N-4015,VEN-1987,GL-5655,2024-07-11,4148.28
INV-5656,B-4009,VEN-1804,GL-5656,2024-07-11,2748.46
INV-5657,A-4012,VEN-1176,GL-5657,2024-07-11,4832.19
INV-5658,INV-4009,VEN-1772,GL-5658,2024-07-11,5762.08
INV-5659,INV-4006,VEN-1380,GL-5659,2024-07-11,6102.89
INV-5660,N-4009,VEN-1329,GL-5660,2024-07-12,2421.52
INV-5661,N-4006,VEN-1013,GL-5661,2024-07-12,2633.0
INV-5662,B-4006,VEN-1552,GL-5662,2024-07-12,4335.7
INV-5663,INV-4006,VEN-1359,GL-5663,2024-07-12,1266.25
INV-5664,A-4009,VEN-1073,GL-5664,2024-07-12,8827.91
INV-5665,A-4006,VEN-1883,GL-5665,2024-07-12,2702.45
INV-5666,A-4003,VEN-1567,GL-5666,2024-07-12,4461.21
INV-5667,A-4006,VEN-2025,GL-5667,2024-07-12,1617.58
INV-5668,A-4006,VEN-1466,GL-5668,2024-07-12,2325.43
INV-5669,B-4009,VEN-2109,GL-5669,2024-07-12,4114.97
INV-5670,B-4009,VEN-1665,GL-5670,2024-07-12,2037.97
INV-5671,B-4015,VEN-1169,GL-5671,2024-07-12,1021.43
INV-5672,N-4003,VEN-1674,GL-5672,2024-07-12,9115.63
INV-5673,INV-4027,VEN-1002,GL-5673,2024-07-15,197.79
INV-5674,R-4009,VEN-1915,GL-5674,2024-07-15,463.43
INV-5675,R-4003,VEN-2093,GL-5675,2024-07-15,6937.59
INV-5676,A-4006,VEN-1430,GL-5676,2024-07-15,2938.76
INV-5677,INV-4003,VEN-1562,GL-5677,2024-07-15,1943.11
INV-5678,B-4009,VEN-1417,GL-5678,2024-07-15,1999.97
INV-5679,B-4012,VEN-1895,GL-5679,2024-07-15,788.65
INV-5680,N-4009,VEN-1938,GL-5680,2024-07-15,3126.85
INV-5681,B-4009,VEN-2137,GL-5681,2024-07-15,702.02
INV-5682,A-4009,VEN-1780,GL-5682,2024-07-15,4301.55
INV-5683,N-4009,VEN-2060,GL-5683,2024-07-15,6236.61
INV-5684,R-4012,VEN-1442,GL-5684,2024-07-15,2590.66
INV-5685,N-4012,VEN-1012,GL-5685,2024-07-15,3306.01
INV-5686,N-4015,VEN-2222,GL-5686,2024-07-15,3484.41
INV-5687,INV-4009,VEN-1929,GL-5687,2024-07-15,10389.6
INV-5688,A-4006,VEN-2080,GL-5688,2024-07-15,4742.72
INV-5689,B-4009,VEN-1725,GL-5689,2024-07-15,5605.86
INV-5690,INV-4009,VEN-1712,GL-5690,2024-07-15,2614.92
INV-5691,A-4024,VEN-2064,GL-5691,2024-07-16,6191.12
INV-5692,B-4012,VEN-2124,GL-5692,2024-07-16,185.11
INV-5693,R-4009,VEN-1604,GL-5693,2024-07-16,2347.22
INV-5694,B-4009,VEN-1473,GL-5694,2024-07-16,2220.9
INV-5695,N-4012,VEN-1397,GL-5695,2024-07-16,5610.83
INV-5696,R-4006,VEN-1503,GL-5696,2024-07-16,1858.29
INV-5697,A-4012,VEN-1771,GL-5697,2024-07-16,5706.69
INV-5698,INV-4006,VEN-1111,GL-5698,2024-07-16,3205.48
INV-5699,N-4006,VEN-1850,GL-5699,2024-07-16,3672.71
INV-5700,INV-4009,VEN-1510,GL-5700,2024-07-16,3698.22
INV-5701,N-4012,VEN-2031,GL-5701,2024-07-16,867.84
INV-5702,N-4012,VEN-1186,GL-5702,2024-07-16,9486.14
INV-5703,A-4009,VEN-1082,GL-5703,2024-07-16,3262.26
INV-5704,R-4003,VEN-1254,GL-5704,2024-07-16,1340.89
INV-5705,INV-4009,VEN-1721,GL-5705,2024-07-16,2076.46
INV-5706,N-4009,VEN-1768,GL-5706,2024-07-16,4346.25
INV-5707,B-4009,VEN-2052,GL-5707,2024-07-16,1943.0
INV-5708,N-4009,VEN-1499,GL-5708,2024-07-16,4072.88
INV-5709,INV-4009,VEN-1640,GL-5709,2024-07-16,3289.3
INV-5710,A-4006,VEN-1278,GL-5710,2024-07-16,1021.89
INV-5711,R-4006,VEN-2242,GL-5711,2024-07-16,6380.75
INV-5712,R-4015,VEN-1270,GL-5712,2024-07-16,2711.65
INV-5713,INV-4012,VEN-1250,GL-5713,2024-07-16,798.3
INV-5714,B-4009,VEN-1328,GL-5714,2024-07-16,1644.12
INV-5715,B-4024,VEN-1433,GL-5715,2024-07-16,23425.64
INV-5716,N-4006,VEN-1674,GL-5716,2024-07-16,9776.1
INV-5717,N-4069,VEN-1939,GL-5717,2024-07-17,2240.04
INV-5718,INV-4036,VEN-1756,GL-5718,2024-07-17,9088.91
INV-5719,INV-4015,VEN-1060,GL-5719,2024-07-17,3938.94
INV-5720,N-4015,VEN-1208,GL-5720,2024-07-17,10757.13
INV-5721,INV-4015,VEN-2129,GL-5721,2024-07-17,1198.55
INV-5722,N-4015,VEN-2104,GL-5722,2024-07-17,2722.54
INV-5723,A-4006,VEN-1823,GL-5723,2024-07-17,8863.91
INV-5724,A-4009,VEN-1542,GL-5724,2024-07-17,2256.72
INV-5725,B-4015,VEN-1096,GL-5725,2024-07-17,1500.98
INV-5726,A-4012,VEN-2131,GL-5726,2024-07-17,523.66
INV-5727,N-4006,VEN-1304,GL-5727,2024-07-17,4185.56
INV-5728,N-4012,VEN-1806,GL-5728,2024-07-17,352.04
INV-5729,INV-4009,VEN-1476,GL-5729,2024-07-17,3321.1
INV-5730,R-4015,VEN-1361,GL-5730,2024-07-17,5700.25
INV-5731,R-4009,VEN-1964,GL-5731,2024-07-17,5328.0
INV-5732,N-4018,VEN-1408,GL-5732,2024-07-17,3827.24
INV-5733,A-4009,VEN-1354,GL-5733,2024-07-17,1630.32
INV-5734,B-4006,VEN-2183,GL-5734,2024-07-17,1540.38
INV-5735,B-4003,VEN-1269,GL-5735,2024-07-17,1711.98
INV-5736,R-4012,VEN-1091,GL-5736,2024-07-17,1142.49
INV-5737,A-4006,VEN-1128,GL-5737,2024-07-17,7236.68
INV-5738,B-4006,VEN-1177,GL-5738,2024-07-17,425.58
INV-5739,A-4015,VEN-1366,GL-5739,2024-07-17,3395.84
INV-5740,N-4009,VEN-1072,GL-5740,2024-07-17,742.83
INV-5741,N-4003,VEN-2248,GL-5741,2024-07-17,3622.06
INV-5742,R-4012,VEN-1593,GL-5742,2024-07-17,5255.62
INV-5743,N-4009,VEN-1674,GL-5743,2024-07-17,9486.92
INV-5744,A-4006,VEN-1153,GL-5744,2024-07-18,4327.9
INV-5745,A-4009,VEN-2025,GL-5745,2024-07-18,1343.53
INV-5746,INV-4006,VEN-1568,GL-5746,2024-07-18,1796.18
INV-5747,R-4006,VEN-2197,GL-5747,2024-07-18,3534.61
INV-5748,B-4015,VEN-1751,GL-5748,2024-07-18,2917.17
INV-5749,INV-4012,VEN-1677,GL-5749,2024-07-18,3519.3
INV-5750,R-4006,VEN-1398,GL-5750,2024-07-18,6752.16
INV-5751,B-4006,VEN-1561,GL-5751,2024-07-18,5239.07
INV-5752,B-4006,VEN-1135,GL-5752,2024-07-18,4589.15
INV-5753,B-4012,VEN-1563,GL-5753,2024-07-18,6681.9
INV-5754,N-4012,VEN-1669,GL-5754,2024-07-18,2092.72
INV-5755,B-4006,VEN-1526,GL-5755,2024-07-18,2806.36
INV-5756,INV-4009,VEN-1568,GL-5756,2024-07-18,3773.88
INV-5757,R-4006,VEN-1931,GL-5757,2024-07-18,2557.48
INV-5758,INV-4009,VEN-1933,GL-5758,2024-07-18,2959.94
INV-5759,N-4006,VEN-1362,GL-5759,2024-07-18,4679.62
INV-5760,A-4006,VEN-1960,GL-5760,2024-07-18,5544.66
INV-5761,A-4021,VEN-1122,GL-5761,2024-07-18,9918.05
INV-5762,INV-4030,VEN-1002,GL-5762,2024-07-19,1179.54
INV-5763,A-4018,VEN-1081,GL-5763,2024-07-19,8623.9
INV-5764,R-4012,VEN-1178,GL-5764,2024-07-19,3719.56
INV-5765,A-4009,VEN-1369,GL-5765,2024-07-19,2414.8
INV-5766,A-4006,VEN-2022,GL-5766,2024-07-19,5697.17
INV-5767,N-4006,VEN-1327,GL-5767,2024-07-19,3054.04
INV-5768,N-4009,VEN-1641,GL-5768,2024-07-19,4289.29
INV-5769,INV-4009,VEN-2116,GL-5769,2024-07-19,4752.0
INV-5770,R-4012,VEN-1969,GL-5770,2024-07-19,1987.74
INV-5771,N-4006,VEN-1392,GL-5771,2024-07-19,2091.76
INV-5772,A-4012,VEN-1748,GL-5772,2024-07-19,4590.7
INV-5773,R-4012,VEN-1919,GL-5773,2024-07-19,1246.96
INV-5774,B-4006,VEN-1937,GL-5774,2024-07-19,4757.0
INV-5775,N-4015,VEN-1280,GL-5775,2024-07-19,1959.05
INV-5776,A-4009,VEN-2236,GL-5776,2024-07-19,1126.72
INV-5777,R-4012,VEN-1273,GL-5777,2024-07-19,4718.19
INV-5778,A-4009,VEN-2106,GL-5778,2024-07-19,1159.91
INV-5779,B-4015,VEN-1895,GL-5779,2024-07-19,2904.73
INV-5780,R-4042,VEN-1899,GL-5780,2024-07-22,915.21
INV-5781,INV-4033,VEN-1002,GL-5781,2024-07-22,642.87
INV-5782,B-4012,VEN-1473,GL-5782,2024-07-22,577.47
INV-5783,R-4012,VEN-2144,GL-5783,2024-07-22,2010.55
INV-5784,B-4012,VEN-1851,GL-5784,2024-07-22,2166.04
INV-5785,A-4003,VEN-1299,GL-5785,2024-07-22,5492.16
INV-5786,B-4012,VEN-1745,GL-5786,2024-07-22,2826.3
INV-5787,A-4006,VEN-1852,GL-5787,2024-07-22,6967.04
INV-5788,INV-4012,VEN-1703,GL-5788,2024-07-22,5009.03
INV-5789,N-4012,VEN-2239,GL-5789,2024-07-22,1063.48
INV-5790,INV-4012,VEN-1335,GL-5790,2024-07-22,4309.9
INV-5791,N-4015,VEN-1261,GL-5791,2024-07-22,3749.92
INV-5792,R-4003,VEN-2074,GL-5792,2024-07-22,4465.68
INV-5793,N-4006,VEN-2127,GL-5793,2024-07-22,5915.75
INV-5794,INV-4009,VEN-2046,GL-5794,2024-07-22,3813.03
INV-5795,INV-4003,VEN-1826,GL-5795,2024-07-22,450.56
INV-5796,N-4009,VEN-1580,GL-5796,2024-07-22,2780.63
INV-5797,INV-4039,VEN-1756,GL-5797,2024-07-23,8653.08
INV-5798,A-4027,VEN-2064,GL-5798,2024-07-23,4809.68
INV-5799,R-4003,VEN-1357,GL-5799,2024-07-23,2275.4
INV-5800,R-4012,VEN-1454,GL-5800,2024-07-23,2422.75
INV-5801,R-4006,VEN-1152,GL-5801,2024-07-23,5869.9
INV-5802,N-4003,VEN-1107,GL-5802,2024-07-23,5562.22
INV-5803,N-4003,VEN-2118,GL-5803,2024-07-23,3369.04
INV-5804,N-4009,VEN-1867,GL-5804,2024-07-23,3817.3
INV-5805,N-4015,VEN-2004,GL-5805,2024-07-23,258.48
INV-5806,B-4012,VEN-1666,GL-5806,2024-07-23,4528.79
INV-5807,N-4006,VEN-2204,GL-5807,2024-07-23,1088.86
INV-5808,R-4009,VEN-1720,GL-5808,2024-07-23,1692.62
INV-5809,R-4003,VEN-1946,GL-5809,2024-07-23,3879.73
INV-5810,A-4021,VEN-1081,GL-5810,2024-07-24,6513.23
INV-5811,N-4021,VEN-1349,GL-5811,2024-07-24,3347.75
INV-5812,INV-4018,VEN-1818,GL-5812,2024-07-24,2026.27
INV-5813,A-4012,VEN-1352,GL-5813,2024-07-24,1255.98
INV-5814,INV-4012,VEN-1510,GL-5814,2024-07-24,2847.29
INV-5815,A-4012,VEN-1812,GL-5815,2024-07-24,2117.84
INV-5816,R-4012,VEN-1829,GL-5816,2024-07-24,4808.42
INV-5817,N-4015,VEN-1397,GL-5817,2024-07-24,4903.63
INV-5818,R-4006,VEN-1713,GL-5818,2024-07-24,1625.66
INV-5819,INV-4009,VEN-1065,GL-5819,2024-07-24,1275.0
INV-5820,B-4003,VEN-1168,GL-5820,2024-07-24,4531.73
INV-5821,N-4009,VEN-1183,GL-5821,2024-07-24,4876.49
INV-5822,R-4006,VEN-1383,GL-5822,2024-07-24,3832.34
INV-5823,R-4009,VEN-1182,GL-5823,2024-07-24,8911.46
INV-5824,B-4006,VEN-1293,GL-5824,2024-07-24,1997.86
INV-5825,R-4015,VEN-1365,GL-5825,2024-07-24,2216.14
INV-5826,R-4006,VEN-1254,GL-5826,2024-07-24,574.23
INV-5827,N-4003,VEN-1785,GL-5827,2024-07-24,4950.77
INV-5828,N-4006,VEN-1441,GL-5828,2024-07-24,911.27
INV-5829,R-4003,VEN-1916,GL-5829,2024-07-24,3156.79
INV-5830,R-4012,VEN-2005,GL-5830,2024-07-24,356.73
INV-5831,R-4006,VEN-1306,GL-5831,2024-07-24,4504.9
INV-5832,B-4006,VEN-1809,GL-5832,2024-07-24,834.43
INV-5833,INV-4033,VEN-1124,GL-5833,2024-07-25,4164.53
INV-5834,A-4006,VEN-2173,GL-5834,2024-07-25,3429.07
INV-5835,A-4012,VEN-1780,GL-5835,2024-07-25,654.49
INV-5836,R-4012,VEN-1467,GL-5836,2024-07-25,6740.23
INV-5837,INV-4012,VEN-2057,GL-5837,2024-07-25,1147.44
INV-5838,A-4009,VEN-1438,GL-5838,2024-07-25,3566.48
INV-5839,B-4006,VEN-1920,GL-5839,2024-07-25,6130.78
INV-5840,R-4006,VEN-1120,GL-5840,2024-07-25,3480.48
INV-5841,R-4009,VEN-1958,GL-5841,2024-07-25,3893.25
INV-5842,B-4009,VEN-1526,GL-5842,2024-07-25,1317.48
INV-5843,N-4009,VEN-2204,GL-5843,2024-07-25,203.76
INV-5844,B-4176,VEN-1791,GL-5844,2024-07-25,187.07
INV-5845,R-4015,VEN-2050,GL-5845,2024-07-25,1918.97
INV-5846,A-4009,VEN-1382,GL-5846,2024-07-25,3180.42
INV-5847,B-4009,VEN-2098,GL-5847,2024-07-25,2832.32
INV-5848,INV-4009,VEN-1855,GL-5848,2024-07-25,1853.55
INV-5849,N-4009,VEN-1236,GL-5849,2024-07-25,375.77
INV-5850,R-4003,VEN-1728,GL-5850,2024-07-25,1549.76
INV-5851,B-4009,VEN-1714,GL-5851,2024-07-25,293.61
INV-5852,A-4009,VEN-1600,GL-5852,2024-07-25,3664.04
INV-5853,A-4006,VEN-1147,GL-5853,2024-07-25,1960.12
INV-5854,R-4009,VEN-2007,GL-5854,2024-07-25,3806.16
INV-5855,A-4012,VEN-1546,GL-5855,2024-07-25,5267.97
INV-5856,A-4012,VEN-1542,GL-5856,2024-07-25,1482.42
